link_id,from_node_id,to_node_id,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,geometry,macro_link_id,macro_node_id,movement_id,mvmt_txt_id,ctrl_type,allowed_uses
1018,124101,123601,1,5.89,3,1800,64,primary,3,"LINESTRING (-112.0972463 33.6402326, -112.0973098 33.6402325)",1043,,,,,auto
1019,121300,280407,1,59.54,5,1800,80,primary,3,"LINESTRING (-112.1005350 33.6400476, -112.1004849 33.6400483, -112.1003129 33.6400510, -112.1000419 33.6400551, -112.0999179 33.6400570, -112.0998930 33.6400574)",1044,,,,,auto
1020,122100,124200,1,49.51,4,1800,80,primary,3,"LINESTRING (-112.0904348 33.6402615, -112.0907271 33.6402611, -112.0907916 33.6402608, -112.0909687 33.6402604)",1045,,,,,auto
1021,123602,117602,1,60.16,1,1800,80,primary,3,"LINESTRING (-112.0975301 33.6401890, -112.0975585 33.6401715, -112.0980315 33.6401727, -112.0981099 33.6401622, -112.0981121 33.6401607, -112.0981429 33.6401468, -112.0981582 33.6401321)",1046,,,,,auto
1022,120802,118502,1,2.85,1,1800,80,primary,3,"LINESTRING (-112.1020651 33.6401037, -112.1020652 33.6401294)",1047,,,,,auto
1023,118503,120803,1,2.85,1,1800,80,primary,3,"LINESTRING (-112.1021407 33.6401293, -112.1021406 33.6401036)",1048,,,,,auto
1024,120302,121502,1,13.44,1,1800,80,primary,3,"LINESTRING (-112.0942656 33.6402265, -112.0942650 33.6401053)",1049,,,,,auto
1025,121503,120303,1,13.44,1,1800,80,primary,3,"LINESTRING (-112.0941895 33.6401056, -112.0941901 33.6402268)",1050,,,,,auto
1026,122500,123502,1,37.87,1,1800,80,primary,3,"LINESTRING (-112.1008011 33.6402146, -112.1010506 33.6401474, -112.1011347 33.6401331, -112.1011729 33.6401163, -112.1011834 33.6401047)",1051,,,,,auto
1027,124301,277105,1,76.37,4,1800,80,primary,3,"LINESTRING (-112.1171905 33.6407713, -112.1172613 33.6406411, -112.1173001 33.6405379, -112.1173273 33.6404337, -112.1173444 33.6402874, -112.1173461 33.6401035)",1052,,,,,auto
1028,124400,51601,1,81.09,4,1800,80,primary,3,"LINESTRING (-112.1146129 33.6384664, -112.1143925 33.6386945, -112.1142634 33.6388212, -112.1141583 33.6389502, -112.1140992 33.6390546)",1053,,,,,auto
1029,124501,124600,1,102.46,3,1800,72,primary,3,"LINESTRING (-112.1235983 33.6397078, -112.1230182 33.6397109, -112.1224934 33.6397137)",1054,,,,,auto
1030,124701,124800,1,23.91,4,1800,80,primary,3,"LINESTRING (-112.1093930 33.6400758, -112.1096508 33.6400716)",1055,,,,,auto
1031,124901,125000,1,46.26,4,1800,72,primary,3,"LINESTRING (-112.1258302 33.6396676, -112.1253315 33.6396735)",1056,,,,,auto
1032,125101,125200,1,17.82,4,1800,80,primary,3,"LINESTRING (-112.1113347 33.6398816, -112.1111426 33.6398846)",1057,,,,,auto
1033,125301,125400,1,43.51,4,1800,72,primary,3,"LINESTRING (-112.1245137 33.6398232, -112.1249829 33.6398201)",1058,,,,,auto
1034,124801,125500,1,50.79,3,1800,80,primary,3,"LINESTRING (-112.1099742 33.6400668, -112.1105219 33.6400597)",1059,,,,,auto
1035,125201,125600,1,63.06,3,1800,80,primary,3,"LINESTRING (-112.1108191 33.6398898, -112.1101392 33.6399011)",1060,,,,,auto
1036,125701,125800,1,13.9,4,1800,80,primary,3,"LINESTRING (-112.1090716 33.6399202, -112.1089217 33.6399212)",1061,,,,,auto
1037,125901,126000,1,51.07,4,1800,72,primary,3,"LINESTRING (-112.1230508 33.6398533, -112.1236013 33.6398407)",1062,,,,,auto
1038,126101,126200,1,42.2,4,1800,72,primary,3,"LINESTRING (-112.1206053 33.6397435, -112.1201504 33.6397531)",1063,,,,,auto
1039,44801,126300,1,49.81,3,1800,80,primary,3,"LINESTRING (-112.1125767 33.6398627, -112.1120396 33.6398700)",1064,,,,,auto
1040,125500,45201,1,24.82,4,1800,80,primary,3,"LINESTRING (-112.1105219 33.6400597, -112.1107895 33.6400559)",1065,,,,,auto
1041,125600,126400,1,13.21,4,1800,80,primary,3,"LINESTRING (-112.1101392 33.6399011, -112.1099968 33.6399034)",1066,,,,,auto
1042,126501,124501,1,44.33,5,1800,72,primary,3,"LINESTRING (-112.1240762 33.6396972, -112.1235983 33.6397078)",1067,,,,,auto
1043,126401,125701,1,55.82,3,1800,80,primary,3,"LINESTRING (-112.1096734 33.6399091, -112.1090716 33.6399202)",1068,,,,,auto
1044,45500,75201,1,15.96,3,1800,80,primary,3,"LINESTRING (-112.1130059 33.6400209, -112.1131779 33.6400198)",1069,,,,,auto
1045,126000,125301,1,84.63,3,1800,72,primary,3,"LINESTRING (-112.1236013 33.6398407, -112.1245137 33.6398232)",1070,,,,,auto
1046,125800,126600,1,30.3,5,1800,80,primary,3,"LINESTRING (-112.1089217 33.6399212, -112.1085951 33.6399288)",1071,,,,,auto
1047,126700,124701,1,77.36,3,1800,80,primary,3,"LINESTRING (-112.1085589 33.6400895, -112.1085772 33.6400892, -112.1086772 33.6400876, -112.1090042 33.6400822, -112.1091873 33.6400792, -112.1093930 33.6400758)",1072,,,,,auto
1048,125000,126501,1,116.44,3,1800,72,primary,3,"LINESTRING (-112.1253315 33.6396735, -112.1249824 33.6396770, -112.1246033 33.6396853, -112.1240762 33.6396972)",1073,,,,,auto
1049,126801,280500,1,74.46,4,1800,72,primary,3,"LINESTRING (-112.1203869 33.6399034, -112.1206056 33.6398990, -112.1211895 33.6398872)",1074,,,,,auto
1050,124600,280600,1,73.77,5,1800,72,primary,3,"LINESTRING (-112.1224934 33.6397137, -112.1221572 33.6397160, -112.1216980 33.6397191)",1075,,,,,auto
1051,127101,126701,1,43.53,4,1800,80,primary,3,"LINESTRING (-112.1077661 33.6401002, -112.1078442 33.6400992, -112.1082355 33.6400942)",1076,,,,,auto
1052,126300,92901,1,4.66,3,1800,80,primary,3,"LINESTRING (-112.1120396 33.6398700, -112.1119893 33.6398708)",1077,,,,,auto
1053,92902,125101,1,32.72,3,1800,80,primary,3,"LINESTRING (-112.1116875 33.6398758, -112.1113347 33.6398816)",1078,,,,,auto
1054,102000,44802,1,11.74,3,1800,80,primary,3,"LINESTRING (-112.1130051 33.6398557, -112.1128785 33.6398579)",1079,,,,,auto
1055,280601,126101,1,55.83,3,1800,72,primary,3,"LINESTRING (-112.1212071 33.6397314, -112.1207809 33.6397404, -112.1206053 33.6397435)",1081,,,,,auto
1056,123000,44402,1,146.48,3,1800,80,primary,3,"LINESTRING (-112.1040608 33.6401551, -112.1047470 33.6401388, -112.1054149 33.6401302, -112.1056400 33.6401273)",1082,,,,,auto
1057,44403,127101,1,169.19,3,1800,80,primary,3,"LINESTRING (-112.1059419 33.6401235, -112.1063187 33.6401187, -112.1066231 33.6401148, -112.1070333 33.6401096, -112.1077661 33.6401002)",1083,,,,,auto
1058,280501,125901,1,129.76,3,1800,72,primary,3,"LINESTRING (-112.1216520 33.6398810, -112.1220684 33.6398745, -112.1225005 33.6398660, -112.1230508 33.6398533)",1085,,,,,auto
1059,101900,127400,1,44.84,3,1800,72,primary,3,"LINESTRING (-112.1180058 33.6399398, -112.1184890 33.6399269)",1086,,,,,auto
1060,127401,127500,1,65.4,3,1800,72,primary,3,"LINESTRING (-112.1187909 33.6399225, -112.1190323 33.6399221, -112.1194191 33.6399208, -112.1194960 33.6399182)",1087,,,,,auto
1061,127500,126801,1,82.63,3,1800,72,primary,3,"LINESTRING (-112.1194960 33.6399182, -112.1198911 33.6399122, -112.1200468 33.6399102, -112.1203869 33.6399034)",1088,,,,,auto
1062,126201,127600,1,54.14,3,1800,72,primary,3,"LINESTRING (-112.1198270 33.6397596, -112.1194865 33.6397660, -112.1192433 33.6397699)",1089,,,,,auto
1063,127600,127700,1,51.32,3,1800,72,primary,3,"LINESTRING (-112.1192433 33.6397699, -112.1186899 33.6397759)",1090,,,,,auto
1064,127701,75702,1,13.84,3,1800,72,primary,3,"LINESTRING (-112.1183881 33.6397794, -112.1182388 33.6397813)",1091,,,,,auto
1065,126402,124802,1,2.02,1,1800,80,primary,3,"LINESTRING (-112.1097861 33.6399783, -112.1097860 33.6399965)",1092,,,,,auto
1066,124803,126403,1,2.02,1,1800,80,primary,3,"LINESTRING (-112.1098615 33.6399968, -112.1098616 33.6399786)",1093,,,,,auto
1067,125202,45202,1,2.44,1,1800,80,primary,3,"LINESTRING (-112.1109288 33.6399581, -112.1109278 33.6399801)",1094,,,,,auto
1068,45203,125203,1,2.44,1,1800,80,primary,3,"LINESTRING (-112.1110032 33.6399827, -112.1110042 33.6399607)",1095,,,,,auto
1069,127500,126202,1,42.57,1,1800,80,primary,3,"LINESTRING (-112.1194960 33.6399182, -112.1196040 33.6398484, -112.1198618 33.6398280, -112.1198926 33.6398236, -112.1199170 33.6398141, -112.1199204 33.6398105)",1096,,,,,auto
1070,127600,127402,1,52.97,1,1800,80,primary,3,"LINESTRING (-112.1192433 33.6397699, -112.1190941 33.6398293, -112.1187794 33.6398433, -112.1187230 33.6398572, -112.1186942 33.6398689)",1097,,,,,auto
1071,127801,127702,1,45.54,1,1800,80,primary,3,"LINESTRING (-112.1179929 33.6398723, -112.1182726 33.6398674, -112.1183404 33.6398636, -112.1184113 33.6398547, -112.1184466 33.6398384, -112.1184712 33.6398222)",1098,,,,,auto
1072,127901,128000,1,47.21,4,1800,64,primary,3,"LINESTRING (-112.0423831 33.6405113, -112.0428922 33.6405083)",1099,,,,,auto
1073,128101,107001,1,44.32,3,1800,72,primary,3,"LINESTRING (-112.0602445 33.6404075, -112.0604716 33.6404064, -112.0607224 33.6404051)",1100,,,,,auto
1074,128200,128300,1,46.14,3,1800,64,primary,3,"LINESTRING (-112.0557322 33.6404336, -112.0562297 33.6404315)",1101,,,,,auto
1075,128401,128500,1,75.73,4,1800,64,primary,3,"LINESTRING (-112.0513447 33.6402926, -112.0512846 33.6402929, -112.0505282 33.6402984)",1102,,,,,auto
1076,128601,128700,1,32.42,4,1800,64,primary,3,"LINESTRING (-112.0416507 33.6403533, -112.0413012 33.6403562)",1103,,,,,auto
1077,128800,128900,1,2.9,3,1800,64,primary,3,"LINESTRING (-112.0526253 33.6404516, -112.0526566 33.6404517)",1104,,,,,auto
1078,129001,128801,1,29.88,4,1800,64,primary,3,"LINESTRING (-112.0520413 33.6404534, -112.0523634 33.6404521)",1105,,,,,auto
1079,129100,129200,1,76.49,3,1800,72,primary,3,"LINESTRING (-112.0589657 33.6404141, -112.0597905 33.6404098)",1106,,,,,auto
1080,129301,129400,1,36.45,4,1800,64,primary,3,"LINESTRING (-112.0465184 33.6403303, -112.0461253 33.6403323)",1107,,,,,auto
1081,129501,129600,1,50.5,3,1800,64,primary,3,"LINESTRING (-112.0405941 33.6403620, -112.0400495 33.6403665)",1108,,,,,auto
1082,129701,129800,1,56.52,4,1800,64,primary,3,"LINESTRING (-112.0444671 33.6403351, -112.0438576 33.6403392)",1109,,,,,auto
1083,129900,130000,1,2.9,3,1800,72,primary,3,"LINESTRING (-112.0584476 33.6404169, -112.0584789 33.6404167)",1110,,,,,auto
1084,130101,130200,1,50.49,4,1800,64,primary,3,"LINESTRING (-112.0537727 33.6402859, -112.0534262 33.6402900, -112.0532283 33.6402924)",1111,,,,,auto
1085,130301,130400,1,9.71,3,1800,64,primary,3,"LINESTRING (-112.0549280 33.6404371, -112.0550327 33.6404366)",1112,,,,,auto
1086,130501,130600,1,65.69,4,1800,64,primary,3,"LINESTRING (-112.0498138 33.6404631, -112.0505222 33.6404595)",1113,,,,,auto
1087,130600,129001,1,140.87,3,1800,64,primary,3,"LINESTRING (-112.0505222 33.6404595, -112.0520413 33.6404534)",1114,,,,,auto
1088,130701,130800,1,34.17,4,1800,64,primary,3,"LINESTRING (-112.0432435 33.6403448, -112.0428751 33.6403501)",1115,,,,,auto
1089,128701,129501,1,33.58,4,1800,64,primary,3,"LINESTRING (-112.0409562 33.6403590, -112.0405941 33.6403620)",1116,,,,,auto
1090,130901,131000,1,39.46,5,1800,64,primary,3,"LINESTRING (-112.0543205 33.6402808, -112.0538951 33.6402855)",1117,,,,,auto
1091,131101,131200,1,34.59,4,1800,64,primary,3,"LINESTRING (-112.0405892 33.6405258, -112.0409622 33.6405227)",1118,,,,,auto
1092,131301,131400,1,29.34,4,1800,72,primary,3,"LINESTRING (-112.0593082 33.6402486, -112.0591240 33.6402500, -112.0589918 33.6402510)",1119,,,,,auto
1093,131501,131600,1,50.63,4,1800,64,primary,3,"LINESTRING (-112.0451111 33.6404961, -112.0456570 33.6404930)",1120,,,,,auto
1094,131701,131800,1,48.55,4,1800,64,primary,3,"LINESTRING (-112.0554335 33.6402755, -112.0549100 33.6402771)",1121,,,,,auto
1095,128000,131900,1,45.45,3,1800,64,primary,3,"LINESTRING (-112.0428922 33.6405083, -112.0433823 33.6405057)",1122,,,,,auto
1096,129800,130701,1,56.95,3,1800,64,primary,3,"LINESTRING (-112.0438576 33.6403392, -112.0434657 33.6403432, -112.0432435 33.6403448)",1123,,,,,auto
1097,130400,128201,1,34.86,4,1800,64,primary,3,"LINESTRING (-112.0550327 33.6404366, -112.0554086 33.6404350)",1124,,,,,auto
1098,130000,129101,1,13.14,5,1800,72,primary,3,"LINESTRING (-112.0584789 33.6404167, -112.0586206 33.6404159)",1125,,,,,auto
1099,132001,132100,1,29.29,3,1800,72,primary,3,"LINESTRING (-112.0578631 33.6402596, -112.0575473 33.6402624)",1126,,,,,auto
1100,131000,130101,1,11.35,3,1800,64,primary,3,"LINESTRING (-112.0538951 33.6402855, -112.0537727 33.6402859)",1127,,,,,auto
1101,132201,130301,1,42.01,4,1800,64,primary,3,"LINESTRING (-112.0544750 33.6404395, -112.0549280 33.6404371)",1128,,,,,auto
1102,129200,128101,1,42.1,4,1800,72,primary,3,"LINESTRING (-112.0597905 33.6404098, -112.0602445 33.6404075)",1129,,,,,auto
1103,128500,132300,1,13.69,3,1800,64,primary,3,"LINESTRING (-112.0505282 33.6402984, -112.0503806 33.6403005)",1130,,,,,auto
1104,132300,132400,1,108.56,3,1800,64,primary,3,"LINESTRING (-112.0503806 33.6403005, -112.0494835 33.6403071, -112.0492100 33.6403093)",1131,,,,,auto
1105,131800,130901,1,54.68,3,1800,64,primary,3,"LINESTRING (-112.0549100 33.6402771, -112.0546989 33.6402774, -112.0545536 33.6402776, -112.0544188 33.6402774, -112.0543205 33.6402808)",1132,,,,,auto
1106,132500,131101,1,84.32,3,1800,64,primary,3,"LINESTRING (-112.0396800 33.6405334, -112.0399780 33.6405309, -112.0405892 33.6405258)",1133,,,,,auto
1107,131900,132600,1,43.94,4,1800,64,primary,3,"LINESTRING (-112.0433823 33.6405057, -112.0436081 33.6405045, -112.0438561 33.6405031)",1134,,,,,auto
1108,132701,129901,1,20.67,5,1800,72,primary,3,"LINESTRING (-112.0579447 33.6404183, -112.0581350 33.6404178, -112.0581676 33.6404177)",1135,,,,,auto
1109,131201,127901,1,101.78,3,1800,64,primary,3,"LINESTRING (-112.0412857 33.6405201, -112.0423078 33.6405119, -112.0423831 33.6405113)",1136,,,,,auto
1110,132800,132900,1,53.62,3,1800,64,primary,3,"LINESTRING (-112.0393730 33.6403715, -112.0389731 33.6403747, -112.0387948 33.6403743)",1137,,,,,auto
1111,132100,133000,1,45.79,4,1800,72,primary,3,"LINESTRING (-112.0575473 33.6402624, -112.0570535 33.6402667)",1138,,,,,auto
1112,132400,133100,1,76.97,5,1800,64,primary,3,"LINESTRING (-112.0492100 33.6403093, -112.0483801 33.6403194)",1139,,,,,auto
1113,128300,133200,1,44.49,4,1800,64,primary,3,"LINESTRING (-112.0562297 33.6404315, -112.0567095 33.6404294)",1140,,,,,auto
1114,128900,133300,1,54.05,4,1800,64,primary,3,"LINESTRING (-112.0526566 33.6404517, -112.0531875 33.6404499, -112.0532394 33.6404502)",1141,,,,,auto
1115,133401,133500,1,70.92,4,1800,64,primary,3,"LINESTRING (-112.0472507 33.6404810, -112.0473902 33.6404803, -112.0474183 33.6404801, -112.0480155 33.6404771)",1142,,,,,auto
1116,133601,132501,1,45.93,4,1800,64,primary,3,"LINESTRING (-112.0388613 33.6405384, -112.0389443 33.6405380, -112.0393565 33.6405357)",1143,,,,,auto
1117,133101,129301,1,140.65,3,1800,64,primary,3,"LINESTRING (-112.0480350 33.6403224, -112.0477642 33.6403243, -112.0475923 33.6403249, -112.0472946 33.6403273, -112.0465184 33.6403303)",1144,,,,,auto
1118,133701,132001,1,40.34,4,1800,72,primary,3,"LINESTRING (-112.0582981 33.6402562, -112.0580467 33.6402580, -112.0578631 33.6402596)",1145,,,,,auto
1119,129400,129701,1,153.79,3,1800,64,primary,3,"LINESTRING (-112.0461253 33.6403323, -112.0456293 33.6403274, -112.0445636 33.6403345, -112.0444671 33.6403351)",1146,,,,,auto
1120,131401,133800,1,14.59,3,1800,72,primary,3,"LINESTRING (-112.0586683 33.6402535, -112.0585110 33.6402546)",1147,,,,,auto
1121,133801,133701,1,2.9,3,1800,72,primary,3,"LINESTRING (-112.0583294 33.6402560, -112.0582981 33.6402562)",1148,,,,,auto
1122,133201,132701,1,84.56,3,1800,72,primary,3,"LINESTRING (-112.0570330 33.6404274, -112.0579447 33.6404183)",1149,,,,,auto
1123,132900,133900,1,44.55,4,1800,64,primary,3,"LINESTRING (-112.0387948 33.6403743, -112.0383500 33.6403783, -112.0383145 33.6403786)",1150,,,,,auto
1124,129600,132801,1,32.74,4,1800,64,primary,3,"LINESTRING (-112.0400495 33.6403665, -112.0396965 33.6403694)",1151,,,,,auto
1125,133001,134000,1,92.75,3,1800,64,primary,3,"LINESTRING (-112.0567300 33.6402689, -112.0563248 33.6402701, -112.0559965 33.6402726, -112.0557299 33.6402739)",1152,,,,,auto
1126,134001,131701,1,2.9,3,1800,64,primary,3,"LINESTRING (-112.0554648 33.6402753, -112.0554335 33.6402755)",1153,,,,,auto
1127,133300,132201,1,114.6,3,1800,64,primary,3,"LINESTRING (-112.0532394 33.6404502, -112.0536841 33.6404491, -112.0538847 33.6404486, -112.0544331 33.6404397, -112.0544750 33.6404395)",1154,,,,,auto
1128,134100,128401,1,96.38,3,1800,64,primary,3,"LINESTRING (-112.0523840 33.6402917, -112.0521603 33.6402923, -112.0516619 33.6402923, -112.0513447 33.6402926)",1155,,,,,auto
1129,107701,134200,1,34.44,3,1800,72,primary,3,"LINESTRING (-112.0610450 33.6402440, -112.0607315 33.6402440, -112.0606737 33.6402436)",1156,,,,,auto
1130,134201,134301,1,11.87,3,1800,72,primary,3,"LINESTRING (-112.0603717 33.6402423, -112.0602437 33.6402420)",1157,,,,,auto
1131,134301,131301,1,86.76,3,1800,72,primary,3,"LINESTRING (-112.0602437 33.6402420, -112.0596181 33.6402495, -112.0593082 33.6402486)",1158,,,,,auto
1132,130800,134400,1,84.89,3,1800,64,primary,3,"LINESTRING (-112.0428751 33.6403501, -112.0419597 33.6403525)",1159,,,,,auto
1133,132600,131501,1,116.38,3,1800,64,primary,3,"LINESTRING (-112.0438561 33.6405031, -112.0439619 33.6405028, -112.0442048 33.6405004, -112.0448090 33.6404978, -112.0451111 33.6404961)",1160,,,,,auto
1134,133501,134500,1,107.37,3,1800,64,primary,3,"LINESTRING (-112.0483390 33.6404757, -112.0483618 33.6404756, -112.0488045 33.6404737, -112.0491023 33.6404724, -112.0494968 33.6404707)",1161,,,,,auto
1135,134501,130501,1,2.9,3,1800,64,primary,3,"LINESTRING (-112.0497825 33.6404645, -112.0498138 33.6404631)",1162,,,,,auto
1136,131600,133401,1,147.8,3,1800,64,primary,3,"LINESTRING (-112.0456570 33.6404930, -112.0457961 33.6404920, -112.0460201 33.6404903, -112.0461310 33.6404894, -112.0470610 33.6404824, -112.0472507 33.6404810)",1163,,,,,auto
1137,134600,134700,1,318.79,3,1600,72,secondary,4,"LINESTRING (-112.0480582 33.6362645, -112.0476853 33.6361940, -112.0476080 33.6361774, -112.0473996 33.6361330, -112.0470929 33.6360481, -112.0468110 33.6359466, -112.0465605 33.6358445, -112.0462474 33.6357120, -112.0460064 33.6355820, -112.0455893 33.6353279, -112.0451628 33.6350557, -112.0450331 33.6349752)",1164,,,,,auto
1138,134800,134900,1,275.29,3,1600,72,secondary,4,"LINESTRING (-112.0447483 33.6349766, -112.0450737 33.6351843, -112.0454870 33.6354581, -112.0459114 33.6357207, -112.0462011 33.6358759, -112.0464703 33.6359948, -112.0467454 33.6360992, -112.0470475 33.6362025, -112.0472630 33.6362622)",1165,,,,,auto
1139,58200,135000,1,23.57,4,1600,72,secondary,4,"LINESTRING (-112.0562256 33.6370949, -112.0564527 33.6371903)",1166,,,,,auto
1140,56000,135100,1,27.31,4,1600,72,secondary,4,"LINESTRING (-112.0508176 33.6363006, -112.0505231 33.6363033)",1167,,,,,auto
1141,135000,135200,1,38.23,5,1600,72,secondary,4,"LINESTRING (-112.0564527 33.6371903, -112.0568275 33.6373338)",1168,,,,,auto
1142,135301,55801,1,66.85,4,1600,72,secondary,4,"LINESTRING (-112.0574927 33.6373804, -112.0573027 33.6373275, -112.0570855 33.6372540, -112.0568252 33.6371541)",1169,,,,,auto
1143,135101,135400,1,95.34,3,1600,72,secondary,4,"LINESTRING (-112.0501997 33.6363065, -112.0492640 33.6363162, -112.0491717 33.6363162)",1170,,,,,auto
1144,135400,134601,1,73.54,4,1600,72,secondary,4,"LINESTRING (-112.0491717 33.6363162, -112.0487526 33.6363162, -112.0483795 33.6362956)",1171,,,,,auto
1145,134900,57901,1,75.46,4,1600,72,secondary,4,"LINESTRING (-112.0472630 33.6362622, -112.0473533 33.6362872, -112.0476737 33.6363595, -112.0480532 33.6364215)",1172,,,,,auto
1146,109000,135301,1,344.75,3,1600,72,secondary,4,"LINESTRING (-112.0611857 33.6375575, -112.0591276 33.6375718, -112.0589514 33.6375726, -112.0587289 33.6375687, -112.0585733 33.6375627, -112.0585430 33.6375607, -112.0584244 33.6375523, -112.0582618 33.6375317, -112.0580556 33.6375013, -112.0578362 33.6374619, -112.0576557 33.6374210, -112.0574927 33.6373804)",1173,,,,,auto
1147,135200,109501,1,423.2,3,1600,72,secondary,4,"LINESTRING (-112.0568275 33.6373338, -112.0572553 33.6374856, -112.0573680 33.6375187, -112.0574754 33.6375500, -112.0576779 33.6375998, -112.0578597 33.6376368, -112.0580114 33.6376623, -112.0582298 33.6376918, -112.0584241 33.6377102, -112.0586048 33.6377257, -112.0587493 33.6377312, -112.0588883 33.6377346, -112.0611827 33.6377206, -112.0613186 33.6377202)",1174,,,,,auto
1148,131402,129102,1,2.03,1,1800,80,primary,3,"LINESTRING (-112.0587795 33.6403237, -112.0587790 33.6403420)",1175,,,,,auto
1149,129103,131403,1,2.03,1,1800,80,primary,3,"LINESTRING (-112.0588545 33.6403435, -112.0588550 33.6403252)",1176,,,,,auto
