link_id,from_node_id,to_node_id,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,geometry,macro_link_id,macro_node_id,movement_id,mvmt_txt_id,ctrl_type,allowed_uses
4085,116501,116503,1,28.13,3,1800,80,primary,3,"LINESTRING (-112.0997749 33.6396712, -112.0997758 33.6394175)",,1165,1589,SBT,,auto
4086,116502,116500,1,31.83,4,1800,80,primary,3,"LINESTRING (-112.0996060 33.6394018, -112.0996050 33.6396889)",,1165,1590,NBT,,auto
4087,116600,116602,1,30.05,3,1800,80,primary,3,"LINESTRING (-112.0996263 33.6390950, -112.0996062 33.6393655)",,1166,1591,NBT,,auto
4088,116603,116601,1,28.0,3,1800,80,primary,3,"LINESTRING (-112.0997761 33.6393478, -112.0997773 33.6390953)",,1166,1592,SBT,,auto
4089,116701,116703,1,28.01,3,1600,56,secondary,4,"LINESTRING (-112.0827786 33.6394175, -112.0827790 33.6396701)",,1167,1593,NBT,,auto
4090,116702,116700,1,26.06,2,1600,56,secondary,4,"LINESTRING (-112.0829111 33.6396519, -112.0829296 33.6394173)",,1167,1594,SBT,,auto
4091,116901,116903,1,26.1,2,1600,64,secondary,4,"LINESTRING (-112.0827453 33.6472974, -112.0827599 33.6475325)",,1169,1595,NBT,signal,auto
4092,116902,116900,1,26.02,2,1600,64,secondary,4,"LINESTRING (-112.0828919 33.6475520, -112.0828772 33.6473176)",,1169,1596,SBT,signal,auto
4093,117000,117002,1,24.01,2,1600,64,secondary,4,"LINESTRING (-112.0828806 33.6470175, -112.0828829 33.6468010)",,1170,1597,SBT,,auto
4094,117003,117001,1,26.05,2,1600,64,secondary,4,"LINESTRING (-112.0827697 33.6468002, -112.0827483 33.6470345)",,1170,1598,NBT,,auto
4095,117101,117103,1,24.0,2,1600,64,secondary,4,"LINESTRING (-112.0827593 33.6477670, -112.0827587 33.6479834)",,1171,1599,NBT,,auto
4096,117102,117100,1,26.06,2,1600,64,secondary,4,"LINESTRING (-112.0828719 33.6479836, -112.0828914 33.6477492)",,1171,1600,SBT,,auto
4097,117201,117203,1,14.0,2,1600,64,secondary,4,"LINESTRING (-112.0827973 33.6408576, -112.0827977 33.6409840)",,1172,1601,NBT,,auto
4098,117202,117200,1,16.09,2,1600,64,secondary,4,"LINESTRING (-112.0829110 33.6409837, -112.0829294 33.6408394)",,1172,1602,SBT,,auto
4099,117600,117601,1,30.0,3,1800,80,primary,3,"LINESTRING (-112.0983621 33.6400648, -112.0980386 33.6400647)",,1176,1606,EBT,,auto
4100,117602,117601,1,13.37,1,1800,80,primary,3,"LINESTRING (-112.0981582 33.6401321, -112.0980386 33.6400647)",,1176,1607,WBU,,auto
4101,118300,118301,1,28.25,1,1800,80,primary,3,"LINESTRING (-112.0969140 33.6400739, -112.0966094 33.6400745)",,1183,1614,EBT,,auto
4102,118300,118302,1,17.83,1,1800,80,primary,3,"LINESTRING (-112.0969140 33.6400739, -112.0967231 33.6400926)",,1183,1615,EBL,,auto
4103,118303,118301,1,17.64,1,1800,80,primary,3,"LINESTRING (-112.0967985 33.6400914, -112.0966094 33.6400745)",,1183,1616,SBL,,auto
4104,118500,118501,1,29.99,1,1800,80,primary,3,"LINESTRING (-112.1019305 33.6402034, -112.1022538 33.6401962)",,1185,1618,WBT,,auto
4105,118500,118503,1,21.15,1,1800,80,primary,3,"LINESTRING (-112.1019305 33.6402034, -112.1021407 33.6401293)",,1185,1619,WBL,,auto
4106,118502,118501,1,19.0,1,1800,80,primary,3,"LINESTRING (-112.1020652 33.6401294, -112.1022538 33.6401962)",,1185,1620,NBL,,auto
4107,119800,119801,1,21.21,1,1800,80,primary,3,"LINESTRING (-112.0976345 33.6400682, -112.0974058 33.6400710)",,1198,1635,EBT,,auto
4108,119800,119803,1,23.12,3,1800,80,primary,3,"LINESTRING (-112.0976345 33.6400682, -112.0973864 33.6400880)",,1198,1636,EBL,,auto
4109,119802,119801,1,12.35,3,1800,80,primary,3,"LINESTRING (-112.0975373 33.6400888, -112.0974058 33.6400710)",,1198,1637,SBL,,auto
4110,119901,119900,1,26.65,1,1800,80,primary,3,"LINESTRING (-112.0972661 33.6400720, -112.0969788 33.6400737)",,1199,1638,EBT,,auto
4111,119901,119903,1,19.6,1,1800,80,primary,3,"LINESTRING (-112.0972661 33.6400720, -112.0970561 33.6400913)",,1199,1639,EBL,,auto
4112,119902,119900,1,14.29,1,1800,80,primary,3,"LINESTRING (-112.0971315 33.6400907, -112.0969788 33.6400737)",,1199,1640,SBL,,auto
4113,120300,120301,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0940554 33.6402455, -112.0943789 33.6402441)",,1203,1644,WBT,,auto
4114,120300,120302,1,19.6,1,1800,64,primary,3,"LINESTRING (-112.0940554 33.6402455, -112.0942656 33.6402265)",,1203,1645,WBL,,auto
4115,120303,120301,1,17.61,1,1800,80,primary,3,"LINESTRING (-112.0941901 33.6402268, -112.0943789 33.6402441)",,1203,1646,NBL,,auto
4116,120800,120801,1,27.43,1,1800,80,primary,3,"LINESTRING (-112.1022969 33.6400290, -112.1020011 33.6400328)",,1208,1651,EBT,,auto
4117,120800,120802,1,23.03,1,1800,80,primary,3,"LINESTRING (-112.1022969 33.6400290, -112.1020651 33.6401037)",,1208,1652,EBL,,auto
4118,120803,120801,1,15.13,1,1800,80,primary,3,"LINESTRING (-112.1021406 33.6401036, -112.1020011 33.6400328)",,1208,1653,SBL,,auto
4119,121500,121501,1,30.0,1,1800,80,primary,3,"LINESTRING (-112.0943997 33.6400858, -112.0940762 33.6400878)",,1215,1660,EBT,,auto
4120,121500,121503,1,19.62,1,1800,80,primary,3,"LINESTRING (-112.0943997 33.6400858, -112.0941895 33.6401056)",,1215,1661,EBL,,auto
4121,121502,121501,1,17.61,1,1800,80,primary,3,"LINESTRING (-112.0942650 33.6401053, -112.0940762 33.6400878)",,1215,1662,SBL,,auto
4122,122600,122602,1,30.0,3,1800,80,primary,3,"LINESTRING (-112.1011177 33.6402119, -112.1014412 33.6402088)",,1226,1674,WBT,,auto
4123,122601,122602,1,8.92,1,1800,80,primary,3,"LINESTRING (-112.1013590 33.6401670, -112.1014412 33.6402088)",,1226,1675,EBU,,auto
4124,122800,122801,1,30.0,3,1800,80,primary,3,"LINESTRING (-112.0959436 33.6400762, -112.0956200 33.6400778)",,1228,1677,EBT,signal,auto
4125,123100,123101,1,30.0,3,1800,64,primary,3,"LINESTRING (-112.0955999 33.6402399, -112.0959234 33.6402390)",,1231,1680,WBT,signal,auto
4126,123300,123301,1,30.0,1,1800,80,primary,3,"LINESTRING (-112.0916375 33.6400969, -112.0913140 33.6400987)",,1233,1682,EBT,signal,auto
4127,123300,123302,1,15.1,2,1800,80,primary,3,"LINESTRING (-112.0916375 33.6400969, -112.0914759 33.6401134)",,1233,1683,EBL,signal,auto
4128,123303,123301,1,12.32,1,1800,80,primary,3,"LINESTRING (-112.0914465 33.6401071, -112.0913140 33.6400987)",,1233,1684,WBU,signal,auto
4129,123303,123302,1,2.81,1,1800,80,primary,3,"LINESTRING (-112.0914465 33.6401071, -112.0914759 33.6401134)",,1233,1685,WBR,signal,auto
4130,123500,123501,1,22.03,4,1800,80,primary,3,"LINESTRING (-112.1013976 33.6400402, -112.1011600 33.6400426)",,1235,1688,EBT,,auto
4131,123502,123501,1,7.22,1,1800,80,primary,3,"LINESTRING (-112.1011834 33.6401047, -112.1011600 33.6400426)",,1235,1689,WBU,,auto
4132,123601,123600,1,28.0,1,1800,64,primary,3,"LINESTRING (-112.0973098 33.6402325, -112.0976117 33.6402309)",,1236,1690,WBT,,auto
4133,123601,123602,1,21.0,1,1800,64,primary,3,"LINESTRING (-112.0973098 33.6402325, -112.0975301 33.6401890)",,1236,1691,WBT,,auto
4134,123601,123603,1,21.11,1,1800,64,primary,3,"LINESTRING (-112.0973098 33.6402325, -112.0975363 33.6402142)",,1236,1692,WBL,,auto
4135,123604,123600,1,21.08,1,1800,80,primary,3,"LINESTRING (-112.0973854 33.6402134, -112.0976117 33.6402309)",,1236,1693,NBL,,auto
4136,123604,123602,1,13.7,1,1800,80,primary,3,"LINESTRING (-112.0973854 33.6402134, -112.0975301 33.6401890)",,1236,1694,NBL,,auto
4137,123702,123700,1,28.0,1,1800,64,primary,3,"LINESTRING (-112.0912935 33.6402609, -112.0915954 33.6402585)",,1237,1695,WBT,signal,auto
4138,123702,123701,1,12.87,1,1800,64,primary,3,"LINESTRING (-112.0912935 33.6402609, -112.0914313 33.6402469)",,1237,1696,WBL,signal,auto
4139,123703,123700,1,12.34,1,1800,80,primary,3,"LINESTRING (-112.0914626 33.6402514, -112.0915954 33.6402585)",,1237,1697,EBU,signal,auto
4140,123703,123701,1,2.95,1,1800,80,primary,3,"LINESTRING (-112.0914626 33.6402514, -112.0914313 33.6402469)",,1237,1698,EBR,signal,auto
4141,124001,124000,1,17.63,1,1800,80,primary,3,"LINESTRING (-112.0967259 33.6402172, -112.0969150 33.6402338)",,1240,1702,NBL,,auto
4142,124003,124000,1,29.99,1,1800,64,primary,3,"LINESTRING (-112.0965915 33.6402353, -112.0969150 33.6402338)",,1240,1703,WBT,,auto
4143,124003,124002,1,19.57,1,1800,64,primary,3,"LINESTRING (-112.0965915 33.6402353, -112.0968013 33.6402160)",,1240,1704,WBL,,auto
4144,124100,124101,1,28.0,1,1800,64,primary,3,"LINESTRING (-112.0969443 33.6402336, -112.0972463 33.6402326)",,1241,1705,WBT,,auto
4145,124100,124102,1,17.61,1,1800,64,primary,3,"LINESTRING (-112.0969443 33.6402336, -112.0971328 33.6402146)",,1241,1706,WBL,,auto
4146,124103,124101,1,17.62,1,1800,80,primary,3,"LINESTRING (-112.0970574 33.6402152, -112.0972463 33.6402326)",,1241,1707,NBL,,auto
4147,124800,124801,1,30.0,1,1800,80,primary,3,"LINESTRING (-112.1096508 33.6400716, -112.1099742 33.6400668)",,1248,1716,WBT,,auto
4148,124800,124803,1,21.23,1,1800,80,primary,3,"LINESTRING (-112.1096508 33.6400716, -112.1098615 33.6399968)",,1248,1717,WBL,,auto
4149,124802,124801,1,19.12,1,1800,80,primary,3,"LINESTRING (-112.1097860 33.6399965, -112.1099742 33.6400668)",,1248,1718,NBL,,auto
4150,125200,125201,1,30.0,1,1800,80,primary,3,"LINESTRING (-112.1111426 33.6398846, -112.1108191 33.6398898)",,1252,1722,EBT,,auto
4151,125200,125202,1,21.43,1,1800,80,primary,3,"LINESTRING (-112.1111426 33.6398846, -112.1109288 33.6399581)",,1252,1723,EBL,,auto
4152,125203,125201,1,18.89,1,1800,80,primary,3,"LINESTRING (-112.1110042 33.6399607, -112.1108191 33.6398898)",,1252,1724,SBL,,auto
4153,126200,126201,1,30.0,3,1800,72,primary,3,"LINESTRING (-112.1201504 33.6397531, -112.1198270 33.6397596)",,1262,1734,EBT,,auto
4154,126202,126201,1,10.34,1,1800,80,primary,3,"LINESTRING (-112.1199204 33.6398105, -112.1198270 33.6397596)",,1262,1735,WBU,,auto
4155,126400,126401,1,30.0,1,1800,80,primary,3,"LINESTRING (-112.1099968 33.6399034, -112.1096734 33.6399091)",,1264,1737,EBT,,auto
4156,126400,126402,1,21.22,1,1800,80,primary,3,"LINESTRING (-112.1099968 33.6399034, -112.1097861 33.6399783)",,1264,1738,EBL,,auto
4157,126403,126401,1,19.08,1,1800,80,primary,3,"LINESTRING (-112.1098616 33.6399786, -112.1096734 33.6399091)",,1264,1739,SBL,,auto
4158,126600,126601,1,32.0,3,1800,80,primary,3,"LINESTRING (-112.1085951 33.6399288, -112.1082500 33.6399332)",,1266,1741,EBT,signal,auto
4159,126701,126700,1,30.0,3,1800,80,primary,3,"LINESTRING (-112.1082355 33.6400942, -112.1085589 33.6400895)",,1267,1742,WBT,signal,auto
4160,127400,127401,1,28.0,3,1800,72,primary,3,"LINESTRING (-112.1184890 33.6399269, -112.1187909 33.6399225)",,1274,1745,WBT,,auto
4161,127402,127401,1,10.76,1,1800,80,primary,3,"LINESTRING (-112.1186942 33.6398689, -112.1187909 33.6399225)",,1274,1746,EBU,,auto
4162,127700,127701,1,28.0,3,1800,72,primary,3,"LINESTRING (-112.1186899 33.6397759, -112.1183881 33.6397794)",,1277,1751,EBT,,auto
4163,127702,127701,1,9.05,1,1800,80,primary,3,"LINESTRING (-112.1184712 33.6398222, -112.1183881 33.6397794)",,1277,1752,WBU,,auto
4164,128201,128200,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0554086 33.6404350, -112.0557322 33.6404336)",,1282,1758,WBT,,auto
4165,128201,128203,1,19.59,1,1800,64,primary,3,"LINESTRING (-112.0554086 33.6404350, -112.0556187 33.6404159)",,1282,1759,WBL,,auto
4166,128202,128200,1,17.62,1,1800,80,primary,3,"LINESTRING (-112.0555432 33.6404167, -112.0557322 33.6404336)",,1282,1760,NBL,,auto
4167,128700,128701,1,32.0,1,1800,64,primary,3,"LINESTRING (-112.0413012 33.6403562, -112.0409562 33.6403590)",,1287,1765,EBT,,auto
4168,128700,128702,1,20.95,1,1800,64,primary,3,"LINESTRING (-112.0413012 33.6403562, -112.0410936 33.6404307)",,1287,1766,EBL,,auto
4169,128703,128701,1,21.2,1,1800,80,primary,3,"LINESTRING (-112.0411691 33.6404287, -112.0409562 33.6403590)",,1287,1767,SBL,,auto
4170,128801,128800,1,24.28,3,1800,64,primary,3,"LINESTRING (-112.0523634 33.6404521, -112.0526253 33.6404516)",,1288,1768,WBT,signal,auto
4171,129101,129100,1,32.0,1,1800,72,primary,3,"LINESTRING (-112.0586206 33.6404159, -112.0589657 33.6404141)",,1291,1771,WBT,,auto
4172,129101,129103,1,23.13,1,1800,72,primary,3,"LINESTRING (-112.0586206 33.6404159, -112.0588545 33.6403435)",,1291,1772,WBL,,auto
4173,129102,129100,1,19.07,1,1800,80,primary,3,"LINESTRING (-112.0587790 33.6403420, -112.0589657 33.6404141)",,1291,1773,NBL,,auto
4174,129901,129900,1,25.97,1,1800,72,primary,3,"LINESTRING (-112.0581676 33.6404177, -112.0584476 33.6404169)",,1299,1781,WBT,,auto
4175,129901,129903,1,21.58,1,1800,72,primary,3,"LINESTRING (-112.0581676 33.6404177, -112.0583993 33.6403990)",,1299,1782,WBL,,auto
4176,129902,129900,1,11.65,1,1800,80,primary,3,"LINESTRING (-112.0583238 33.6403996, -112.0584476 33.6404169)",,1299,1783,NBL,,auto
4177,131200,131201,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0409622 33.6405227, -112.0412857 33.6405201)",,1312,1796,WBT,,auto
4178,131200,131203,1,20.95,1,1800,64,primary,3,"LINESTRING (-112.0409622 33.6405227, -112.0411698 33.6404482)",,1312,1797,WBL,,auto
4179,131202,131201,1,19.36,1,1800,80,primary,3,"LINESTRING (-112.0410943 33.6404502, -112.0412857 33.6405201)",,1312,1798,NBL,,auto
4180,131400,131401,1,30.0,1,1800,72,primary,3,"LINESTRING (-112.0589918 33.6402510, -112.0586683 33.6402535)",,1314,1800,EBT,,auto
4181,131400,131402,1,21.27,1,1800,72,primary,3,"LINESTRING (-112.0589918 33.6402510, -112.0587795 33.6403237)",,1314,1801,EBL,,auto
4182,131403,131401,1,19.05,1,1800,80,primary,3,"LINESTRING (-112.0588550 33.6403252, -112.0586683 33.6402535)",,1314,1802,SBL,,auto
4183,132501,132500,1,30.0,3,1800,64,primary,3,"LINESTRING (-112.0393565 33.6405357, -112.0396800 33.6405334)",,1325,1814,WBT,signal,auto
4184,132801,132800,1,30.0,3,1800,64,primary,3,"LINESTRING (-112.0396965 33.6403694, -112.0393730 33.6403715)",,1328,1817,EBT,signal,auto
4185,133000,133001,1,30.0,3,1800,72,primary,3,"LINESTRING (-112.0570535 33.6402667, -112.0567300 33.6402689)",,1330,1819,EBT,signal,auto
4186,133100,133101,1,32.0,3,1800,64,primary,3,"LINESTRING (-112.0483801 33.6403194, -112.0480350 33.6403224)",,1331,1820,EBT,signal,auto
4187,133200,133201,1,30.0,3,1800,64,primary,3,"LINESTRING (-112.0567095 33.6404294, -112.0570330 33.6404274)",,1332,1821,WBT,signal,auto
4188,133500,133501,1,30.0,3,1800,64,primary,3,"LINESTRING (-112.0480155 33.6404771, -112.0483390 33.6404757)",,1335,1824,WBT,signal,auto
4189,133800,133801,1,16.85,1,1800,72,primary,3,"LINESTRING (-112.0585110 33.6402546, -112.0583294 33.6402560)",,1338,1827,EBT,,auto
4190,133800,133802,1,17.61,1,1800,72,primary,3,"LINESTRING (-112.0585110 33.6402546, -112.0583225 33.6402741)",,1338,1828,EBL,,auto
4191,133803,133801,1,6.66,1,1800,80,primary,3,"LINESTRING (-112.0583980 33.6402735, -112.0583294 33.6402560)",,1338,1829,SBL,,auto
4192,133900,133901,1,19.6,1,1800,64,primary,3,"LINESTRING (-112.0383145 33.6403786, -112.0381045 33.6403986)",,1339,1830,EBL,,auto
4193,133900,133903,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.0383145 33.6403786, -112.0379910 33.6403816)",,1339,1831,EBT,,auto
4194,133902,133903,1,17.62,1,1800,80,primary,3,"LINESTRING (-112.0381800 33.6403979, -112.0379910 33.6403816)",,1339,1832,SBL,,auto
4195,134000,134001,1,24.58,1,1800,64,primary,3,"LINESTRING (-112.0557299 33.6402739, -112.0554648 33.6402753)",,1340,1833,EBT,,auto
4196,134000,134002,1,17.61,1,1800,64,primary,3,"LINESTRING (-112.0557299 33.6402739, -112.0555414 33.6402931)",,1340,1834,EBL,,auto
4197,134003,134001,1,14.23,1,1800,80,primary,3,"LINESTRING (-112.0556169 33.6402923, -112.0554648 33.6402753)",,1340,1835,SBL,,auto
4198,134101,134100,1,28.0,3,1800,64,primary,3,"LINESTRING (-112.0526860 33.6402915, -112.0523840 33.6402917)",,1341,1836,EBT,signal,auto
4199,134200,134201,1,28.0,3,1800,72,primary,3,"LINESTRING (-112.0606737 33.6402436, -112.0603717 33.6402423)",,1342,1837,EBT,,auto
4200,134202,134201,1,4.74,3,1800,80,primary,3,"LINESTRING (-112.0603802 33.6402845, -112.0603717 33.6402423)",,1342,1838,WBU,,auto
4201,134500,134501,1,26.51,3,1800,64,primary,3,"LINESTRING (-112.0494968 33.6404707, -112.0497825 33.6404645)",,1345,1842,WBT,,auto
4202,134502,134501,1,8.68,1,1800,80,primary,3,"LINESTRING (-112.0497072 33.6404179, -112.0497825 33.6404645)",,1345,1843,EBU,,auto
4203,134601,134600,1,30.0,3,1600,72,secondary,4,"LINESTRING (-112.0483795 33.6362956, -112.0480582 33.6362645)",,1346,1844,EBT,signal,auto
4204,135100,135101,1,30.0,1,1600,72,secondary,4,"LINESTRING (-112.0505231 33.6363033, -112.0501997 33.6363065)",,1351,1847,EBT,,auto
4205,135100,135102,1,19.57,1,1600,72,secondary,4,"LINESTRING (-112.0505231 33.6363033, -112.0503135 33.6363239)",,1351,1848,EBL,,auto
4206,135103,135101,1,17.64,1,1600,60,secondary,4,"LINESTRING (-112.0503890 33.6363219, -112.0501997 33.6363065)",,1351,1849,SBL,,auto
4207,135500,135503,1,17.62,1,1800,80,primary,3,"LINESTRING (-112.0381063 33.6405247, -112.0382953 33.6405416)",,1355,1853,NBL,,auto
4208,135502,135501,1,17.6,1,1800,64,primary,3,"LINESTRING (-112.0379934 33.6405432, -112.0381818 33.6405240)",,1355,1854,WBL,,auto
4209,135502,135503,1,28.0,1,1800,64,primary,3,"LINESTRING (-112.0379934 33.6405432, -112.0382953 33.6405416)",,1355,1855,WBT,,auto
4210,135600,135602,1,25.7,1,1600,64,secondary,4,"LINESTRING (-112.2202775 33.6369073, -112.2202415 33.6366774)",,1356,1856,SBT,,auto
4211,135600,135603,1,15.81,3,1600,64,secondary,4,"LINESTRING (-112.2202775 33.6369073, -112.2201071 33.6369116)",,1356,1857,SBU,,auto
4212,135601,135603,1,27.58,3,1600,64,secondary,4,"LINESTRING (-112.2201088 33.6366629, -112.2201071 33.6369116)",,1356,1858,NBT,,auto
4213,139400,139401,1,17.79,2,1600,64,secondary,4,"LINESTRING (-112.2203817 33.6446794, -112.2203833 33.6445190)",,1394,1890,SBT,,auto
4214,139402,139401,1,9.7,1,1600,60,secondary,4,"LINESTRING (-112.2203172 33.6445868, -112.2203833 33.6445190)",,1394,1891,NBU,,auto
4215,139901,139900,1,30.0,3,1800,72,primary,3,"LINESTRING (-112.2179038 33.6383264, -112.2182273 33.6383254)",,1399,1898,WBT,,auto
4216,139902,139900,1,12.02,1,1800,80,primary,3,"LINESTRING (-112.2181197 33.6382648, -112.2182273 33.6383254)",,1399,1899,EBU,,auto
4217,140500,140501,1,36.0,4,1800,72,primary,3,"LINESTRING (-112.2248326 33.6380668, -112.2244445 33.6380672)",,1405,1904,EBT,signal,auto
4218,140601,140600,1,12.68,1,1800,80,primary,3,"LINESTRING (-112.2180185 33.6382083, -112.2179043 33.6381453)",,1406,1905,WBU,,auto
4219,140602,140600,1,30.0,3,1800,72,primary,3,"LINESTRING (-112.2182278 33.6381411, -112.2179043 33.6381453)",,1406,1906,EBT,,auto
4220,140800,140801,1,32.0,3,1800,72,primary,3,"LINESTRING (-112.2157449 33.6383320, -112.2160900 33.6383314)",,1408,1908,WBT,signal,auto
4221,141300,141301,1,35.99,4,1800,72,primary,3,"LINESTRING (-112.2243994 33.6383386, -112.2247875 33.6383352)",,1413,1912,WBT,signal,auto
4222,141801,141803,1,26.06,2,1600,72,secondary,4,"LINESTRING (-112.1345405 33.6480144, -112.1345584 33.6477798)",,1418,1914,SBT,,auto
4223,141802,141800,1,28.0,3,1600,72,secondary,4,"LINESTRING (-112.1344074 33.6477802, -112.1344085 33.6480328)",,1418,1915,NBT,,auto
4224,141900,141902,1,29.96,3,1600,72,secondary,4,"LINESTRING (-112.1344303 33.6529405, -112.1344081 33.6532101)",,1419,1916,NBT,,auto
4225,141903,141901,1,24.06,2,1600,72,secondary,4,"LINESTRING (-112.1345594 33.6531763, -112.1345623 33.6529593)",,1419,1917,SBT,,auto
4226,142001,142003,1,24.0,4,1600,64,secondary,4,"LINESTRING (-112.1345069 33.6402463, -112.1345052 33.6400299)",,1420,1918,SBT,,auto
4227,142002,142000,1,22.07,3,1600,64,secondary,4,"LINESTRING (-112.1343355 33.6400488, -112.1343182 33.6402473)",,1420,1919,NBT,,auto
4228,142100,142102,1,10.0,4,1600,64,secondary,4,"LINESTRING (-112.1343183 33.6402673, -112.1343190 33.6403575)",,1421,1920,NBT,,auto
4229,142103,142101,1,10.15,3,1600,64,secondary,4,"LINESTRING (-112.1344888 33.6403565, -112.1345070 33.6402663)",,1421,1921,SBT,,auto
4230,142401,142403,1,15.99,3,1600,64,secondary,4,"LINESTRING (-112.1344903 33.6405428, -112.1344892 33.6403986)",,1424,1922,SBT,,auto
4231,142402,142400,1,16.1,3,1600,64,secondary,4,"LINESTRING (-112.1343193 33.6403994, -112.1343393 33.6405437)",,1424,1923,NBT,,auto
4232,142500,142502,1,30.05,3,1600,64,secondary,4,"LINESTRING (-112.1343397 33.6405914, -112.1343228 33.6408621)",,1425,1924,NBT,,auto
4233,142503,142501,1,26.06,2,1600,64,secondary,4,"LINESTRING (-112.1344735 33.6408252, -112.1344906 33.6405906)",,1425,1925,SBT,,auto
4234,142600,142602,1,30.34,3,1600,64,secondary,4,"LINESTRING (-112.1343235 33.6409549, -112.1343456 33.6412280)",,1426,1926,NBT,,auto
4235,142603,142601,1,23.78,2,1600,64,secondary,4,"LINESTRING (-112.1344771 33.6412046, -112.1344748 33.6409902)",,1426,1927,SBT,,auto
4236,142701,142703,1,30.06,3,1600,64,secondary,4,"LINESTRING (-112.1344487 33.6392428, -112.1344383 33.6389718)",,1427,1928,SBT,,auto
4237,142702,142700,1,31.99,4,1600,64,secondary,4,"LINESTRING (-112.1342503 33.6389862, -112.1342815 33.6392735)",,1427,1929,NBT,,auto
4238,142801,142803,1,26.04,2,1600,72,secondary,4,"LINESTRING (-112.1345572 33.6475041, -112.1345373 33.6472699)",,1428,1930,SBT,signal,auto
4239,142802,142800,1,30.08,3,1600,72,secondary,4,"LINESTRING (-112.1343862 33.6472340, -112.1344062 33.6475048)",,1428,1931,NBT,signal,auto
4240,142901,142903,1,24.0,2,1600,72,secondary,4,"LINESTRING (-112.1345358 33.6469481, -112.1345346 33.6467316)",,1429,1932,SBT,,auto
4241,142902,142900,1,30.05,3,1600,72,secondary,4,"LINESTRING (-112.1344024 33.6467140, -112.1343850 33.6469846)",,1429,1933,NBT,,auto
4242,143000,143002,1,27.98,3,1600,64,secondary,4,"LINESTRING (-112.1343612 33.6419663, -112.1343655 33.6422187)",,1430,1934,NBT,,auto
4243,143003,143001,1,24.02,2,1600,72,secondary,4,"LINESTRING (-112.1344974 33.6421993, -112.1344937 33.6419826)",,1430,1935,SBT,,auto
4244,143200,143202,1,30.0,3,1600,64,secondary,4,"LINESTRING (-112.1342185 33.6385070, -112.1342284 33.6387774)",,1432,1936,NBT,,auto
4245,143203,143201,1,30.11,3,1600,64,secondary,4,"LINESTRING (-112.1344164 33.6387639, -112.1343688 33.6384953)",,1432,1937,SBT,,auto
4246,144400,144401,1,30.0,1,1800,64,primary,3,"LINESTRING (-112.1451624 33.6394863, -112.1454859 33.6394820)",,1444,1949,WBT,,auto
4247,144400,144402,1,19.6,1,1800,64,primary,3,"LINESTRING (-112.1451624 33.6394863, -112.1453723 33.6394654)",,1444,1950,WBL,,auto
4248,144403,144401,1,17.62,1,1800,80,primary,3,"LINESTRING (-112.1452969 33.6394665, -112.1454859 33.6394820)",,1444,1951,NBL,,auto
4249,144901,144900,1,30.0,3,1800,72,primary,3,"LINESTRING (-112.1301475 33.6395886, -112.1298241 33.6395950)",,1449,1956,EBT,signal,auto
4250,145200,145201,1,30.0,3,1800,72,primary,3,"LINESTRING (-112.1297995 33.6397349, -112.1301229 33.6397295)",,1452,1959,WBT,signal,auto
4251,145400,145401,1,30.0,1,1800,72,primary,3,"LINESTRING (-112.1326370 33.6395441, -112.1323136 33.6395503)",,1454,1961,EBT,,auto
4252,145400,145402,1,19.66,1,1800,72,primary,3,"LINESTRING (-112.1326370 33.6395441, -112.1324264 33.6395650)",,1454,1962,EBL,,auto
4253,145403,145401,1,17.55,1,1800,80,primary,3,"LINESTRING (-112.1325019 33.6395659, -112.1323136 33.6395503)",,1454,1963,SBL,,auto
4254,145700,145701,1,30.0,1,1800,72,primary,3,"LINESTRING (-112.1366775 33.6396290, -112.1370008 33.6396224)",,1457,1966,WBT,,auto
4255,145700,145703,1,19.75,1,1800,72,primary,3,"LINESTRING (-112.1366775 33.6396290, -112.1368892 33.6396098)",,1457,1967,WBL,,auto
4256,145702,145701,1,17.44,1,1800,80,primary,3,"LINESTRING (-112.1368139 33.6396050, -112.1370008 33.6396224)",,1457,1968,NBL,,auto
4257,145900,145901,1,30.0,1,1800,72,primary,3,"LINESTRING (-112.1370359 33.6394757, -112.1367125 33.6394801)",,1459,1970,EBT,,auto
4258,145900,145902,1,19.74,1,1800,72,primary,3,"LINESTRING (-112.1370359 33.6394757, -112.1368241 33.6394937)",,1459,1971,EBL,,auto
4259,145903,145901,1,17.46,1,1800,80,primary,3,"LINESTRING (-112.1368994 33.6394985, -112.1367125 33.6394801)",,1459,1972,SBL,,auto
4260,146800,146801,1,30.0,1,1800,72,primary,3,"LINESTRING (-112.1317461 33.6395608, -112.1314227 33.6395668)",,1468,1982,EBT,,auto
4261,146800,146802,1,19.59,1,1800,72,primary,3,"LINESTRING (-112.1317461 33.6395608, -112.1315365 33.6395832)",,1468,1983,EBL,,auto
4262,146803,146801,1,17.63,1,1800,80,primary,3,"LINESTRING (-112.1316120 33.6395813, -112.1314227 33.6395668)",,1468,1984,SBL,,auto
4263,147100,147101,1,29.99,3,1800,72,primary,3,"LINESTRING (-112.1432430 33.6393809, -112.1429198 33.6393889)",,1471,1987,EBT,signal,auto
